行政區,場所名稱,場所地址,管理單位,連絡電話,場所開放時間,飲水台數,設置地點,緯度,經度
南港,臺北市立圖書館龍華民眾閱覽室,臺北市南港區東新街78號2樓,臺北市立圖書館龍華民眾閱覽室,02-27851740,週二至週六：08:30~21:00；週日、週一：09:00~17:00。,2,,25.046144,121.586757
南港,臺北市立圖書館南港分館,臺北市南港區南港路一段287巷4弄10號2樓,臺北市立圖書館南港分館,02-27825232,週二至週六：08:30~21:00；週日、週一：09:00~17:00。,2,,25.054003,121.607753
南港,臺北市立圖書館舊莊分館,臺北市南港區舊莊街1段91巷11號2樓,臺北市立圖書館舊莊分館,02-27837212,週二至週六：08:30~21:00；週日、週一：09:00~17:00。,4,,25.041307,121.619483
南港,南港展覽館站,臺北市南港區南港路1段32號,臺北大眾捷運股份有限公司,02-21812345,06:00~23:00,3,3號出口、5號出口及6、7號出口間,25.055104,121.618266
南港,南港軟體園區站,臺北市南港區經貿二路183號,臺北大眾捷運股份有限公司,02-21812345,06:00~23:00,1,1號出口,25.060354,121.616028
萬華,青年公園,臺北市萬華區水源路199號,公園處,02-23032451,00:00~24:00,1,籃球場旁,25.02072,121.50487
萬華,青年公園,臺北市萬華區水源路199號,工務局公園處青年管理所,02-23032451,00:00~24:00,3,愛心園地、四號門兒童遊戲區左側及右側,25.025879,121.506281
萬華,龍山寺站,臺北市萬華區西園路1段153號,臺北大眾捷運股份有限公司,02-21812345,06:00~23:00,1,1號出口,25.035497,121.499564
萬華,臺北市立圖書館萬華分館,臺北市萬華區東園街19號5~7樓,臺北市立圖書館萬華分館,02-23391056,週二至週六：08:30~21:00；週日、週一：09:00~17:00。,3,,25.027925,121.495727
萬華,臺北市立萬華運動中心,臺北市萬華區西寧南路6之1號,臺北市立萬華運動中心,02-23818878,06:00~22:00,5,,25.047408,121.506753
萬華,台北市立聯合醫院林森中醫昆明院區,臺北市萬華區昆明街100號,臺北市立聯合醫院中醫院區,02-23887008,00:00~24:00,16,,25.044324,121.50492
萬華,臺北市立圖書館東園分館,臺北市萬華區東園街199號,臺北市立圖書館東園分館,02-23070460,週二至週六：08:30~21:00；週日、週一：09:00~17:00。,4,,25.022722,121.498094
萬華,臺北市立圖書館龍山分館,臺北市萬華區桂林路65巷6號,臺北市立圖書館龍山分館,02-23311497,週二至週六：08:30~21:00；週日、週一：09:00~17:00。,3,,25.038549,121.502339
萬華,臺北市立圖書館西園分館,臺北市萬華區興寧街6號,臺北市立圖書館西園分館,02-23069046,週二至週六：08:30~21:00；週日、週一：09:00~17:00。,5,,25.032193,121.501718
萬華,臺北市立圖書館柳鄉民眾閱覽室,臺北市萬華區環河南路二段102號4樓,臺北市立圖書館柳鄉民眾閱覽室,02-23080586,09:00~17:00,1,,25.036893,121.495492
士林,花卉試驗中心苗圃,臺北市士林區仰德大道四段175巷內與格致路交接附近(花卉試驗中心苗圃),公園處花卉試驗中心,02-28612247,00:00~24:00,1,辦公室旁,25.134956,121.544435
士林,兒童新樂園,臺北市士林區承德路5段555號,臺北大眾捷運股份有限公司,02-21812345,06:00~23:00,1,大門,25.096229,121.514607
大同,寧夏夜市,臺北市寧夏路,星明里里辦公室,933898059,00:00~24:00,1,寧夏路民生西路口,25.057021,121.515565
大同,歸綏戲曲公園,臺北市大同區歸綏街164-9號,工務局公園處圓山管理所,02-25850192,00:00~24:00,1,歸綏街179號對面,25.058144,121.51342
大安,?公圳公園,臺北市大安區復興南路與建國南路間,工務局公園處青年管理所,02-23032451,00:00~24:00,1,忠孝東路4段49巷與49巷4弄交口,25.042428,121.54531
大安,富陽公園,臺北市大安區臥龍街,工務局公園處青年管理所,02-23032451,00:00~24:00,1,臺北市富陽街底,25.016597,121.557172
大安,萬芳7號公園,臺北市文山區萬美街1段36號旁,工務局公園處南港管理所,02-27884255,00:00~24:00,1,萬美街1段17號對面,25.042428,121.54531
大安,延吉公園,臺北市大安區延吉街131巷,工務局公園處青年管理所,02-23032451,00:00~24:00,1,延吉街131巷41號對面,25.042843,121.555809
中山,臺北當代藝術館,臺北市長安西路39號,北水處北區分處,02-21004115,00:00~24:00,1,入口,25.050625,121.518721
中山,中山地下街,臺北市中山區雙連站及中山站間地下街,臺北大眾捷運股份有限公司,02-21812345,06:00~23:00,2,,25.055401,121.520545
北投,北投公園,臺北市北投區光明路251號,工務局公園處陽明山管理所,02-28613368,00:00~24:00,2,圖書館旁、天玥泉會館對面涼亭,25.136336,121.506229
萬華,西本願寺,臺北市萬華區長沙街二段13號對面,公園處園藝西區分隊,02-23071429,00:00~24:01,1,長沙街二段13號對面,25.040595,121.506882
中正,自來水園區,臺北市思源路1號,臺北自來水事業處,02-83695104,08:00~18:00,9,水岸警衛亭旁、南區辦公室門口旁、鐘旁、博物館東側、蛋糕旁、思源票口後方、護理站外、水水光廊(左)、水水光廊(右),25.013165,121.530215
,,,,,,833,,,
